Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team
Pejiño,es ESP,FW,28-130,,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas
Aboubacar Bassinga,ci CIV,MF,19-146,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las-Palmas
Iván Gil,es ESP,MF,24-323,,0,,,,,,,,,Las-Palmas
Álvaro Killane,es ESP,GK,19-358,,0,,,,,,,,,Las-Palmas
Valentín Pezzolesi,es ESP,DF,17-234,,0,,,,,,,,,Las-Palmas
Víctor Puig,es ESP,GK,25-115,,0,,,,,,,,,Las-Palmas
Squad Total,,,27.7,,165,1350.0,18.0,14.0,1.0,41.0,0.0,14.1,11.2,Las-Palmas
Opponent Total,,,27.4,,165,1350.0,24.0,19.0,3.0,35.0,6.0,27.3,17.9,Las-Palmas
Sergi,es ESP,DF,32-230,15.0,14,1302.0,1.0,0.0,0.0,2.0,0.0,0.8,0.0,Leganes
Juan Cruz,es ESP,"FW,MF",24-225,15.0,11,922.0,4.0,1.0,0.0,1.0,0.0,1.3,1.5,Leganes
Seydouba Cissé,gn GUI,MF,23-300,13.0,11,908.0,0.0,0.0,0.0,2.0,0.0,0.3,0.2,Leganes
Valentin Rosier,fr FRA,DF,28-109,13.0,10,964.0,0.0,1.0,0.0,4.0,0.0,0.2,0.3,Leganes
Javi Hernández,es ESP,DF,26-218,12.0,10,895.0,0.0,1.0,0.0,1.0,0.0,0.2,0.9,Leganes
Yvan Neyou,cm CMR,MF,27-338,11.0,10,846.0,1.0,1.0,0.0,6.0,0.0,0.1,0.2,Leganes
Miguel,es ESP,FW,25-094,14.0,9,896.0,1.0,1.0,1.0,3.0,0.0,2.0,0.6,Leganes
Matija Nastasić,rs SRB,DF,31-253,10.0,9,855.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Leganes
Marko Dmitrović,rs SRB,GK,32-317,9.0,9,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leganes
Renato Tapia,pe PER,"MF,DF",29-131,14.0,9,808.0,1.0,0.0,0.0,4.0,0.0,0.3,0.1,Leganes
Darko Brašanac,rs SRB,MF,32-298,13.0,8,790.0,1.0,2.0,0.0,0.0,0.0,1.0,0.2,Leganes
Enric Franquesa,es ESP,"DF,FW",27-284,12.0,7,616.0,1.0,0.0,0.0,1.0,0.0,0.3,0.1,Leganes
Adrià Altimira,es ESP,"DF,FW",23-253,9.0,7,598.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Leganes
Jorge Sáenz,es ESP,DF,28-019,8.0,7,530.0,1.0,0.0,0.0,2.0,0.0,0.4,0.0,Leganes
Juan Soriano,es ESP,GK,27-105,6.0,6,540.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Leganes
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",26-161,10.0,5,436.0,1.0,2.0,0.0,3.0,0.0,0.8,0.6,Leganes
Sébastien Haller,ci CIV,FW,30-167,8.0,5,404.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,Leganes
Dani Raba,es ESP,"FW,MF",29-038,8.0,5,383.0,0.0,3.0,0.0,0.0,0.0,1.0,1.4,Leganes
Munir El Haddadi,ma MAR,"FW,MF",29-096,9.0,4,360.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,Leganes
Roberto López,es ESP,MF,24-226,9.0,3,358.0,0.0,1.0,0.0,0.0,0.0,0.5,0.7,Leganes
Diego,es ESP,"FW,MF",24-232,8.0,3,271.0,1.0,0.0,0.0,0.0,0.0,0.8,0.1,Leganes
Aritz Arambarri,es ESP,DF,26-310,2.0,2,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leganes
Julián Chicco,ar ARG,MF,26-328,7.0,1,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Leganes
Álvaro Abajas,es ESP,GK,21-208,0.0,0,,,,,,,,,Leganes
Lalo Aguilar,es ESP,DF,22-178,0.0,0,,,,,,,,,Leganes
Iker Bachiller,es ESP,DF,22-083,0.0,0,,,,,,,,,Leganes
Naim García,es ESP,MF,22-178,0.0,0,,,,,,,,,Leganes
Álex Gil,es ESP,MF,21-305,0.0,0,,,,,,,,,Leganes
Carlos Guirao,es ESP,MF,21-223,0.0,0,,,,,,,,,Leganes
Jackson Porozo,ec ECU,DF,24-124,0.0,0,,,,,,,,,Leganes
João Urbáez,do DOM,DF,22-135,0.0,0,,,,,,,,,Leganes
Squad Total,,,28.2,15.0,165,1350.0,14.0,13.0,1.0,34.0,0.0,10.6,7.4,Leganes
Opponent Total,,,27.6,15.0,165,1350.0,18.0,12.0,2.0,27.0,1.0,21.9,16.1,Leganes
Antonio Sivera,es ESP,GK,28-117,15.0,15,1350.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,Alaves
Carlos Vicente,es ESP,"FW,MF",25-227,14.0,14,1233.0,3.0,0.0,0.0,1.0,0.0,1.7,1.8,Alaves
Abdel Abqar,ma MAR,DF,25-271,14.0,14,1128.0,0.0,1.0,0.0,7.0,0.0,0.4,0.2,Alaves
Nahuel Tenaglia,ar ARG,DF,28-289,13.0,13,1111.0,1.0,1.0,0.0,3.0,0.0,0.5,0.7,Alaves
Manu Sánchez,es ESP,DF,24-104,13.0,11,1031.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,Alaves
Antonio Blanco,es ESP,MF,24-136,14.0,11,925.0,0.0,1.0,0.0,2.0,0.0,0.5,0.5,Alaves
Ander Guevara,es ESP,MF,27-152,14.0,10,940.0,0.0,1.0,0.0,1.0,0.0,0.4,0.5,Alaves
Jon Guridi,es ESP,MF,29-282,13.0,10,836.0,2.0,0.0,1.0,3.0,0.0,1.5,0.5,Alaves
Kiké,es ESP,FW,35-011,14.0,8,762.0,3.0,0.0,0.0,4.0,1.0,1.6,0.4,Alaves
Moussa Diarra,ml MLI,DF,24-026,10.0,7,669.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Alaves
Stoichkov,es ESP,"MF,FW",31-031,13.0,6,592.0,0.0,1.0,0.0,1.0,0.0,1.0,1.2,Alaves
Tomás Conechny,ar ARG,"FW,MF",26-251,9.0,6,471.0,1.0,0.0,0.0,3.0,0.0,1.3,0.2,Alaves
Toni Martínez,es ESP,FW,27-159,12.0,5,492.0,3.0,0.0,0.0,0.0,0.0,1.5,0.5,Alaves
Santiago Mouriño,uy URU,DF,22-297,8.0,5,451.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,Alaves
Carlos Martín,es ESP,"FW,MF",22-228,9.0,5,443.0,1.0,0.0,0.0,1.0,0.0,1.3,0.3,Alaves
Aleksandar Sedlar,rs SRB,DF,32-359,6.0,5,415.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Alaves
Pica,es ESP,DF,22-340,6.0,4,404.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,Alaves
Abderrahman Rebbach,dz ALG,"FW,MF",26-117,7.0,4,361.0,0.0,0.0,0.0,1.0,0.0,0.2,0.3,Alaves
Carlos Benavídez,uy URU,MF,26-251,6.0,4,230.0,1.0,1.0,0.0,1.0,0.0,0.1,0.6,Alaves
Joan Jordán,es ESP,MF,30-153,8.0,2,343.0,0.0,2.0,0.0,1.0,0.0,0.5,0.2,Alaves
Hugo Novoa,es ESP,"DF,FW",21-340,4.0,2,222.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,Alaves
Asier Villalibre,es ESP,FW,27-067,7.0,2,213.0,1.0,0.0,1.0,0.0,0.0,1.4,0.0,Alaves
Luka Romero,ar ARG,"FW,MF",20-018,6.0,2,199.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,Alaves
Luis Rioja,es ESP,FW,31-051,1.0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Alaves
Alejandro Jay Agustín,es ESP,MF,22-152,0.0,0,,,,,,,,,Alaves
Julen Lartitegi,es ESP,FW,21-068,0.0,0,,,,,,,,,Alaves
Egoitz Muñoz,es ESP,DF,19-340,0.0,0,,,,,,,,,Alaves
Eneko Ortiz,es ESP,MF,21-194,0.0,0,,,,,,,,,Alaves
Jesús Owono,gq EQG,GK,23-280,0.0,0,,,,,,,,,Alaves
Joaquín Panichelli,ar ARG,FW,22-060,0.0,0,,,,,,,,,Alaves
Adrian Rodriguez,es ESP,GK,23-360,0.0,0,,,,,,,,,Alaves
Squad Total,,,27.0,15.0,165,1350.0,16.0,8.0,2.0,42.0,2.0,15.6,9.0,Alaves
Opponent Total,,,27.5,15.0,165,1350.0,24.0,17.0,6.0,39.0,2.0,21.0,15.0,Alaves
David Soria,es ESP,GK,31-246,,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Luis Milla,es ESP,MF,30-060,,15,1334.0,1.0,1.0,1.0,1.0,0.0,1.3,1.6,Getafe
Omar Alderete,py PAR,DF,27-346,,14,1260.0,0.0,0.0,0.0,3.0,0.0,0.5,0.8,Getafe
Diego Rico,es ESP,DF,31-287,,14,1257.0,0.0,1.0,0.0,4.0,0.0,0.2,1.4,Getafe
Chrisantus Uche,ng NGA,"FW,MF",21-201,,13,1102.0,1.0,0.0,0.0,3.0,0.0,2.0,0.3,Getafe
Carles Pérez,es ESP,"MF,FW",26-294,,13,1040.0,0.0,0.0,0.0,1.0,0.0,1.4,1.1,Getafe
Djené,tg TOG,DF,32-341,,13,1037.0,0.0,0.0,0.0,5.0,0.0,0.1,0.4,Getafe
Alex Sola,es ESP,"MF,FW",25-180,,12,934.0,0.0,1.0,0.0,4.0,0.0,0.9,0.7,Getafe
Iglesias,es ESP,DF,26-156,,11,1067.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,Getafe
Mauro Arambarri,uy URU,"MF,FW",29-067,,11,963.0,4.0,0.0,2.0,4.0,0.0,2.6,0.1,Getafe
Bertuğ Yıldırım,tr TUR,FW,22-147,,9,735.0,1.0,0.0,0.0,5.0,0.0,2.1,0.8,Getafe
Juan Berrocal,es ESP,DF,25-216,,6,552.0,0.0,0.0,0.0,3.0,1.0,0.2,0.0,Getafe
Allan Nyom,cm CMR,"DF,MF",36-210,,4,332.0,1.0,1.0,0.0,3.0,0.0,0.4,0.3,Getafe
Nabil Aberdin,fr FRA,MF,22-105,,4,263.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Getafe
Carles Aleñá,es ESP,"MF,FW",26-336,,3,311.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,Getafe
Jesús Santiago,es ESP,MF,20-195,,3,227.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Getafe
Álvaro Rodríguez,uy URU,FW,20-145,,2,310.0,1.0,0.0,0.0,2.0,0.0,0.5,0.2,Getafe
Domingos Duarte,pt POR,DF,29-271,,2,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Peter Federico,do DOM,"MF,FW",22-134,,1,237.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Getafe
Borja Mayoral,es ESP,FW,27-245,,0,130.0,1.0,0.0,1.0,0.0,0.0,1.2,0.3,Getafe
Alberto Risco,es ESP,"MF,FW",19-098,,0,69.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,Getafe
Coba da Costa,es ESP,FW,22-133,,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
John Joe,ie IRL,"MF,FW",21-043,,0,32.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Getafe
Abdoulaye Keita,es ESP,MF,22-096,,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Gorka Rivera Alonso,es ESP,"DF,MF",20-127,,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
David Argüelles,es ESP,MF,22-340,,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Getafe
Guillem Cortiñas,es ESP,DF,21-306,,0,,,,,,,,,Getafe
Diego Ferrer,,GK,,,0,,,,,,,,,Getafe
Jiří Letáček,,GK,25-332,,0,,,,,,,,,Getafe
Djordjije Medenica,es ESP,GK,18-019,,0,,,,,,,,,Getafe
Squad Total,,,27.7,,165,1350.0,10.0,4.0,4.0,43.0,1.0,14.9,9.1,Getafe
Opponent Total,,,27.4,,165,1350.0,13.0,9.0,2.0,45.0,1.0,15.9,11.5,Getafe
Joan García,es ESP,GK,23-216,14.0,14,1260.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,Espanyol
Omar El Hilali,ma MAR,DF,21-085,14.0,14,1220.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,Espanyol
Alex Král,cz CZE,MF,26-201,14.0,13,1204.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,Espanyol
Marash Kumbulla,al ALB,DF,24-302,13.0,12,1012.0,1.0,0.0,0.0,4.0,0.0,0.7,0.0,Espanyol
Javi Puado,es ESP,"FW,MF",26-195,12.0,12,1004.0,5.0,1.0,1.0,3.0,0.0,3.0,0.9,Espanyol
Jofre,es ESP,"MF,FW",23-172,14.0,12,941.0,2.0,3.0,0.0,4.0,0.0,1.5,1.4,Espanyol
Carlos Romero,es ESP,"DF,MF",23-038,14.0,11,930.0,1.0,1.0,0.0,4.0,0.0,1.0,0.8,Espanyol
Leandro Cabrera,uy URU,DF,33-172,10.0,9,810.0,1.0,1.0,0.0,1.0,0.0,0.3,0.3,Espanyol
Alejo Véliz,ar ARG,FW,21-078,12.0,9,711.0,1.0,0.0,0.0,2.0,0.0,1.7,0.5,Espanyol
Álvaro Tejero,es ESP,"MF,DF",28-139,13.0,8,692.0,1.0,2.0,0.0,0.0,0.0,0.4,2.1,Espanyol
Pol Lozano,es ESP,MF,25-061,10.0,8,635.0,0.0,0.0,0.0,4.0,0.0,0.0,0.3,Espanyol
José Gragera,es ESP,MF,24-006,10.0,7,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Sergi Gómez,es ESP,DF,32-253,10.0,5,562.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Espanyol
Brian Oliván,es ESP,"DF,MF",30-249,10.0,5,468.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,Espanyol
Irvin Cardona,fr FRA,"FW,MF",27-120,12.0,3,413.0,1.0,1.0,0.0,1.0,0.0,1.1,0.5,Espanyol
Walid Cheddira,ma MAR,FW,26-319,11.0,3,383.0,1.0,1.0,0.0,2.0,0.0,0.6,0.7,Espanyol
Álvaro Aguado,es ESP,MF,28-219,9.0,3,316.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,Espanyol
Fernando Calero,es ESP,DF,29-083,3.0,2,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Rafael Bauza,es ESP,MF,19-311,3.0,2,154.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Espanyol
Pere Milla,es ESP,"MF,FW",32-074,7.0,1,210.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,Espanyol
Justin Smith,ca CAN,MF,21-306,2.0,1,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Antoniu,es ESP,"MF,DF",22-092,4.0,0,59.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,Espanyol
Naci Ünüvar,nl NED,"MF,DF",21-176,2.0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanyol
Alex Almansa,es ESP,FW,21-028,0.0,0,,,,,,,,,Espanyol
Català,es ESP,DF,20-112,0.0,0,,,,,,,,,Espanyol
Edu Expósito,es ESP,MF,28-127,0.0,0,,,,,,,,,Espanyol
Fortuño,es ESP,GK,23-062,0.0,0,,,,,,,,,Espanyol
Fernando Pacheco,es ESP,GK,32-202,0.0,0,,,,,,,,,Espanyol
Omar Sadik,ma MAR,FW,20-259,0.0,0,,,,,,,,,Espanyol
Salvi,es ESP,"FW,MF",33-251,0.0,0,,,,,,,,,Espanyol
Llorenç Serred,es ESP,GK,19-093,0.0,0,,,,,,,,,Espanyol
Pol Tristán,es ESP,GK,22-263,0.0,0,,,,,,,,,Espanyol
Squad Total,,,25.8,14.0,154,1260.0,14.0,11.0,1.0,37.0,0.0,11.7,8.5,Espanyol
Opponent Total,,,27.5,14.0,154,1260.0,27.0,22.0,2.0,27.0,0.0,25.7,19.3,Espanyol
Giorgi Mamardashvili,ge GEO,GK,24-068,13.0,13,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Cristhian Mosquera,es ESP,DF,20-162,13.0,13,1170.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0,Valencia
César Tárrega,es ESP,DF,22-284,11.0,11,990.0,2.0,0.0,0.0,3.0,0.0,1.2,0.0,Valencia
Luis Rioja,es ESP,MF,31-051,12.0,11,949.0,2.0,0.0,1.0,3.0,0.0,1.3,0.5,Valencia
Diego López,es ESP,"MF,FW",22-207,13.0,11,936.0,2.0,1.0,0.0,1.0,0.0,0.9,1.4,Valencia
José Luis García Vayá,es ESP,MF,26-117,11.0,10,871.0,1.0,2.0,1.0,5.0,1.0,1.0,1.3,Valencia
Hugo Duro,es ESP,FW,25-026,11.0,10,866.0,4.0,1.0,0.0,2.0,0.0,2.2,0.6,Valencia
Thierry Correia,pt POR,DF,25-272,11.0,9,768.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,Valencia
Javier Guerra,es ESP,"MF,FW",21-340,12.0,8,679.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,Valencia
Jesus Vazquez,es ESP,DF,21-339,8.0,7,559.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,Valencia
Dimitri Foulquier,fr FRA,DF,31-258,13.0,6,664.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,Valencia
Enzo Barrenechea,ar ARG,MF,23-198,9.0,6,499.0,1.0,0.0,0.0,3.0,0.0,0.7,0.1,Valencia
Domingos André Ribeiro Almeida,pt POR,"FW,MF",24-190,11.0,5,470.0,0.0,0.0,0.0,1.0,0.0,0.2,0.3,Valencia
Yarek Gasiorowski,es ESP,DF,19-329,6.0,5,459.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Valencia
Dani Gómez,es ESP,FW,26-129,11.0,4,426.0,1.0,0.0,0.0,0.0,0.0,1.3,0.0,Valencia
Hugo Guillamón,es ESP,MF,24-310,8.0,4,330.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Valencia
José Luis Gayà,es ESP,DF,29-195,4.0,3,279.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,Valencia
Rafa Mir,es ESP,"MF,FW",27-171,4.0,3,239.0,0.0,1.0,0.0,1.0,0.0,0.2,0.4,Valencia
Sergi Canós,es ESP,MF,27-308,7.0,2,184.0,0.0,0.0,0.0,1.0,0.0,0.4,0.1,Valencia
Maximiliano Caufriez,be BEL,DF,27-294,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Rodrigo Abajas,es ESP,DF,21-208,1.0,1,65.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Valencia
Germán Valera,es ESP,"MF,FW",22-265,6.0,0,78.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valencia
Martín Tejón,es ESP,"MF,DF",20-238,4.0,0,49.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valencia
Francisco Perez,es ESP,MF,22-088,3.0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
David Otorbi,es ESP,MF,17-051,1.0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Alberto Marí,es ESP,FW,23-148,1.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia
Iker Córdoba,es ESP,DF,19-025,0.0,0,,,,,,,,,Valencia
Stole Dimitrievski,mk MKD,GK,30-347,0.0,0,,,,,,,,,Valencia
Jaume Doménech,es ESP,GK,34-031,0.0,0,,,,,,,,,Valencia
Raúl Jiménez,es ESP,GK,18-294,0.0,0,,,,,,,,,Valencia
Warren Madrigal,cr CRC,MF,20-135,0.0,0,,,,,,,,,Valencia
Cenk Özkacar,tr TUR,DF,24-061,0.0,0,,,,,,,,,Valencia
Squad Total,,,24.7,13.0,143,1170.0,13.0,7.0,2.0,33.0,1.0,10.8,6.8,Valencia
Opponent Total,,,27.3,13.0,143,1170.0,20.0,15.0,2.0,35.0,1.0,19.9,14.3,Valencia
Karl Jakob Hein,ee EST,GK,22-237,15.0,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valladolid
Luis Pérez,es ESP,DF,29-306,15.0,15,1310.0,0.0,0.0,0.0,2.0,0.0,0.1,1.1,Valladolid
Lucas Oliveira Rosa,br BRA,DF,24-247,14.0,14,1260.0,0.0,0.0,0.0,5.0,0.0,0.3,0.9,Valladolid
Raúl Moro,es ESP,"FW,MF",22-001,15.0,11,1074.0,3.0,1.0,0.0,1.0,0.0,1.6,3.2,Valladolid
Eray Cömert,ch SUI,"DF,MF",26-306,13.0,11,889.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,Valladolid
Kike Pérez,es ESP,MF,27-296,14.0,10,834.0,1.0,0.0,0.0,4.0,0.0,0.9,0.7,Valladolid
Selim Amallah,ma MAR,"MF,FW",28-021,11.0,10,675.0,2.0,1.0,1.0,1.0,0.0,2.6,0.2,Valladolid
Javi Sánchez,es ESP,DF,27-267,9.0,9,702.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,Valladolid
Mamadou Sylla,sn SEN,FW,30-261,12.0,8,664.0,2.0,1.0,2.0,1.0,0.0,3.0,0.7,Valladolid
Stanko Jurić,hr CRO,MF,28-112,13.0,7,786.0,0.0,0.0,0.0,4.0,0.0,0.7,0.3,Valladolid
David Torres,es ESP,DF,21-276,9.0,7,697.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Valladolid
Mario Martín,es ESP,MF,20-276,12.0,7,642.0,0.0,1.0,0.0,3.0,1.0,0.3,0.3,Valladolid
Abdulai Juma Bah,sl SLE,DF,18-239,7.0,6,544.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,Valladolid
Anuar,ma MAR,"FW,MF",29-326,7.0,5,425.0,1.0,0.0,0.0,3.0,0.0,0.6,0.2,Valladolid
Amath,sn SEN,"FW,DF",28-143,6.0,5,293.0,0.0,1.0,0.0,0.0,0.0,0.4,0.2,Valladolid
Darwin Machís,ve VEN,"FW,MF",31-303,5.0,5,268.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,Valladolid
Juanmi Latasa,es ESP,FW,23-258,11.0,4,494.0,0.0,0.0,0.0,4.0,0.0,1.0,0.2,Valladolid
Iván Sánchez,es ESP,"MF,FW",32-074,14.0,3,542.0,1.0,1.0,0.0,3.0,0.0,0.3,1.3,Valladolid
Marcos André,br BRA,FW,28-047,8.0,3,297.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,Valladolid
Enzo Boyomo,cm CMR,DF,23-060,3.0,3,270.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valladolid
Cenk Özkacar,tr TUR,DF,24-061,4.0,3,196.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Valladolid
Víctor Meseguer,es ESP,MF,25-180,12.0,2,381.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,Valladolid
Raúl Chasco,es ESP,DF,21-084,2.0,1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valladolid
Chuky san jose,es ESP,"MF,FW",20-221,4.0,1,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Valladolid
Mario Maroto,es ESP,MF,21-008,1.0,0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,Valladolid
Kenedy,br BRA,"MF,FW",28-302,2.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valladolid
Álvaro Aceves,es ESP,GK,21-133,0.0,0,,,,,,,,,Valladolid
Stipe Biuk,hr CRO,MF,21-346,0.0,0,,,,,,,,,Valladolid
André Ferreira,pt POR,GK,28-191,0.0,0,,,,,,,,,Valladolid
Jorge Gonzalez,es ESP,DF,19-265,0.0,0,,,,,,,,,Valladolid
César de la Hoz,es ESP,MF,32-251,0.0,0,,,,,,,,,Valladolid
Arnau Rafús,es ESP,GK,21-223,0.0,0,,,,,,,,,Valladolid
Squad Total,,,25.9,15.0,165,1350.0,10.0,7.0,3.0,45.0,1.0,14.0,9.8,Valladolid
Opponent Total,,,27.4,15.0,165,1350.0,31.0,21.0,1.0,43.0,2.0,27.2,20.3,Valladolid
